,Attention,Mediation,Raw,Delta,Theta,Alpha_1,Alpha_2,Beta_1,Beta_2,Gamma_1,Gamma_2,isConfusedReality
2522,0.41,0.54,0.5123321123321123,0.024616475140727734,0.004330429202885179,0.011345644704599355,0.011488714351600092,0.009274425791950551,0.0025301346143443986,0.0006159680203598977,0.0003159967806900747,0.0
2523,0.5,0.61,0.5492063492063493,0.008109045548740418,0.010810945596177918,0.0019635710130201547,0.010494527053006606,0.025451054763409895,0.005115576038658852,0.0011219236453139537,0.0018321879068180385,0.0
2524,0.44,0.53,0.5137973137973137,0.2657502178867695,0.08852461196528343,0.05195141731139682,0.013573459230945481,0.022765095642808646,0.004605051638935265,0.0029946692150336755,0.0013270381236022148,0.0
2525,0.47,0.6,0.5123321123321123,0.033788530642258306,0.02759239772789611,0.011963914090483396,0.017992725027067266,0.021686216665496007,0.005387855718511432,0.0005769313639255667,0.0015310266557378265,0.0
2526,0.35,0.63,0.5086691086691086,0.13698676787207556,0.024917339503987154,0.07090097251511548,0.05027578617991152,0.030559808948514434,0.004113368020630048,0.002664125059252068,0.0014071499834954733,0.0
2527,0.17,0.75,0.5098901098901099,0.013845868601980468,0.007281770472291072,0.007056446462031909,0.007894496175181506,0.0020341364051415325,0.0007852351481462799,0.00019619722129981927,0.000206213861577091,0.0
2528,0.24,0.67,0.4822954822954823,0.06509586387216637,0.025862553340747427,0.003228577914716782,0.007602435218027929,0.005105944604434455,0.0021879617131010894,0.0006717346724089419,0.00039981752298579867,0.0
2529,0.17,0.77,0.4984126984126984,0.0033101130993147447,0.02535088113013397,0.012864674919504538,0.043759975061731064,0.02095666221816394,0.0030819871797598953,0.001999487960740277,0.0010711252378320841,0.0
2530,0.27,0.69,0.546031746031746,0.024451751481693096,0.007645825748848405,0.012812118371944146,0.01297065328234231,0.011497740628877807,0.0035305193309456188,0.0006544977072301464,0.0006008389491994377,0.0
2531,0.41,0.61,0.4981684981684982,0.045272014762065126,0.0015715883947822068,0.000546004132988504,0.002408273683734368,0.004396057221792981,0.0005968273339625749,0.00047553745110912266,0.0004524836531008111,0.0
2532,0.48,0.74,0.5286935286935287,0.01270087520480095,0.012497568808940799,0.006345473165867734,0.016679925775215335,0.012949357308421719,0.004045905867809431,0.002062352186686472,0.002115546522366415,0.0
2533,0.61,0.67,0.5101343101343101,0.03660749984549274,0.0112518015749131,0.010201809843111406,0.01573589035815327,0.023331694411275784,0.0055002926398791275,0.0011432163670054068,0.0015762750210479076,0.0
2534,0.48,0.64,0.4485958485958486,0.0306037891486713,0.052692928517164624,0.06071741147324032,0.020091237089578145,0.028356161176277775,0.004003362167832466,0.0022210336602442073,0.003223760584223156,0.0
2535,0.38,0.74,0.5089133089133089,0.25078508607631017,0.03666884434891457,0.011396011396011397,0.08191473983465614,0.02252721781274145,0.005224974124313907,0.0027001198983019055,0.0025925087993235,0.0
2536,0.37,0.74,0.5172161172161173,0.01357771967463924,0.02072056347112576,0.012692406235834367,0.014151680923895994,0.0051537074758259,0.004819593440247677,0.0008314300850948413,0.004173234479254366,0.0
2537,0.27,0.64,0.494993894993895,0.06611901725814569,0.06558281260129963,0.023226344261445465,0.011050131230756674,0.013281824354381775,0.007914343730000663,0.0013196417753060196,0.0022104939118695365,0.0
2538,0.37,0.56,0.5008547008547009,0.030361874923534673,0.02098255028201816,0.009015637762755364,0.003154651685349062,0.005253915853058931,0.002524664710061646,0.000687957698459573,0.0006164162552897935,0.0
2539,0.41,0.54,0.5201465201465202,0.016715793669112296,0.017524191390009592,0.014377865518014121,0.01340038607115077,0.00589918288028845,0.003835618436494715,0.0023107672730867603,0.0025116551629497485,0.0
2540,0.38,0.48,0.4358974358974359,0.30550764779407774,0.10464079048203245,0.0380772187075031,0.03783123596853609,0.03781976540001405,0.014774211467715105,0.0034458721270668514,0.002130382051976278,0.0
2541,0.48,0.6,0.49865689865689866,0.1993721329443534,0.008576743351004144,0.005876113998071466,0.022613581719540844,0.01834281566809487,0.005585987806975587,0.0008435973546328146,0.0008767797999428833,0.0
2542,0.43,0.6,0.5069597069597069,0.12994703869492447,0.09848941995521622,0.034736958129220494,0.03548688134949863,0.0654444990751797,0.007654219392998644,0.01350769706540668,0.009945739050451928,0.0
2543,0.41,0.63,0.5003663003663004,0.030843685319792192,0.01597953311157546,0.0170443803546545,0.013413169884090151,0.003079300414413149,0.0031415483597276475,0.0011396675800568314,0.0007106218683124215,0.0
2544,0.48,0.69,0.5106227106227106,0.018780515183964543,0.006264078050791529,0.008501751519942655,0.019015430062217835,0.032782187258551664,0.003478251356688204,0.0012486660363345086,0.0007640297749079269,0.0
2545,0.47,0.7,0.5242979242979243,0.01672739747970279,0.010721178541684329,0.019602132335926854,0.014941327215459366,0.014713773969235091,0.00681671627059495,0.006442569220356856,0.0030694710762805845,0.0
2546,0.54,0.81,0.49963369963369964,0.059772237378648736,0.04463417431764571,0.049604621472415476,0.02162726138275621,0.005776497857694739,0.011080202775429433,0.011229882813985263,0.005400874554470502,0.0
2547,0.63,0.67,0.49401709401709404,0.06087661743876152,0.025074598084637034,0.012382906566867623,0.011274339642308914,0.03075273348786027,0.0101314782659431,0.005997956912656748,0.002464923244678681,0.0
2548,0.61,0.53,0.47496947496947495,0.3311104468349976,0.06275282309074617,0.009300319062040815,0.012277377272937356,0.028550958769403667,0.012762502225947159,0.0062570183599027634,0.0020168902504608286,0.0
2549,0.53,0.51,0.5167277167277168,0.6304047585713691,0.06468381217407494,0.05225799717216576,0.11763467992774196,0.07652735829177496,0.010930084291224997,0.0025622241768715414,0.0017164707758611098,0.0
2550,0.6,0.5,0.5098901098901099,0.004528513211316742,0.007690376805523001,0.010333931164061833,0.0029727281935193937,0.011228020884549647,0.004499300156135379,0.0005343459205426602,0.0008775215764233763,0.0
2551,0.56,0.57,0.545054945054945,0.046488144563299416,0.019067519786154927,0.024802310736207738,0.031276090041311384,0.04965652876308211,0.009471443149157604,0.0013313020752799105,0.001522125337971909,0.0
2552,0.54,0.6,0.512087912087912,0.06634857090243591,0.018014917954574546,0.0027263709046952706,0.004352396620746555,0.009261314415490154,0.0028808162555831007,0.0008887176458361322,0.0014019575481320214,0.0
2553,0.51,0.6,0.5125763125763125,0.00022829236053039504,0.01427994354649684,0.021580302389936006,0.04854898806286882,0.06879539228770105,0.0022870277573331663,0.00120557362338752,0.0015881434447357979,0.0
2554,0.4,0.63,0.5032967032967033,0.12683419037564814,0.03277561394847039,0.025562920771734506,0.05048917751897659,0.026022336166327174,0.006532889015034336,0.0006093774160268288,0.003346895479985016,0.0
2555,0.38,0.7,0.4971916971916972,0.0037447514829543806,0.0012906507612744926,0.009049215557030059,0.011260572459143426,0.012461426798716958,0.0018172237561589603,0.000996702162985645,0.0012298654046576146,0.0
2556,0.51,0.7,0.5081807081807082,0.16802872699891402,0.016759176603380894,0.004795784964885657,0.004299294628536814,0.022883098030952214,0.013679622844022033,0.002681362024430863,0.0015280595498158539,0.0
2557,0.6,0.75,0.5157509157509158,0.01721223495698392,0.005622409846448466,0.015486662681128477,0.003859728137467291,0.006509798412586921,0.0019709888432185648,0.0011371327322364203,0.0011349180151544935,0.0
2558,0.7,0.78,0.5098901098901099,0.00433629356631767,0.002616543403202024,0.00216138801842107,0.013803567863854359,0.010378590995293953,0.0028978337355738872,0.0008106443329674703,0.0016363589159678513,0.0
2559,0.75,0.69,0.5135531135531135,0.07732022607250111,0.021271134738686442,0.02138905495298014,0.022629315643158544,0.013632085411252371,0.010099266607389112,0.0012795911797435242,0.0010570314847027145,0.0
2560,0.7,0.81,0.514041514041514,0.0010322346290501398,0.0068462340227110645,0.006266638344527148,0.007678154725438116,0.016199105616820024,0.005659527631221484,0.0011538627278511334,0.0015584723855160724,0.0
2561,0.77,0.75,0.5157509157509158,0.16257846761590883,0.014833174578635108,0.018871450334427532,0.015330741824997468,0.028575308468544402,0.005873461665391369,0.0015487920182711832,0.0017246303171465343,0.0
2562,0.41,0.44,0.503052503052503,0.013308309463538179,0.01905455343383919,0.00904337594063446,0.02696892845096572,0.01570274636510501,0.005994407326754457,0.005634459735209796,0.006927450551325369,0.0
2563,0.57,0.47,0.5167277167277168,0.001517072106331266,0.0029500113871170977,0.0028906101158214918,0.0020985120625108787,0.0025023998501556978,0.005742183962605303,0.0014970811227347967,0.005783631218404958,0.0
2564,0.67,0.47,0.5167277167277168,0.004228832189979605,0.0017408159160312324,0.0030811276007279083,0.0025567625878764218,0.005916040364308961,0.0033098998582079256,0.004059305299606338,0.0077092829617651315,0.0
2565,0.7,0.43,0.5069597069597069,0.0022304542008947546,0.004677196009688193,0.005611871356170613,0.0015419245145347035,0.002454636978764253,0.0037529621051108964,0.001293279357973744,0.002427092644173531,0.0
2566,0.87,0.41,0.514041514041514,0.0009053494828105943,0.0011862550016041706,0.0022446025520583552,0.0026452659082259905,0.005208026035447543,0.0038611446564808943,0.004604297580994725,0.002772018707602838,0.0
2567,0.9,0.4,0.4984126984126984,0.0021363624324109566,0.0036462047653007114,0.004373142728254181,0.0018507027655320868,0.0056528763082109995,0.009543159671975918,0.0015133041487854276,0.0011356597916349865,0.0
2568,0.88,0.34,0.512087912087912,0.0008337085652518846,0.0029214189179080285,0.001939482595388309,0.002165381237886108,0.008045702512233383,0.0035797484694903934,0.0014884626401453988,0.0028751256383913837,0.0
2569,0.91,0.34,0.5172161172161173,0.0034690348530541358,0.002928733270496395,0.0018226902674763296,0.005491139342577669,0.003786378216384538,0.00381191551793612,0.0015918844312181719,0.003568686647652463,0.0
2570,0.8,0.17,0.495970695970696,0.00564374031176412,0.017354963868760568,0.003144633429030047,0.0030966328420087893,0.009856945517548173,0.007001477481923485,0.002215963964603385,0.0024129988910441616,0.0
2571,0.74,0.23,0.5252747252747253,0.0011326328163331202,0.0020955620165670086,0.003565085809513173,0.0036699376838287717,0.008825829411626981,0.004042867032096791,0.001652213809343956,0.0017565267058077389,0.0
2572,0.69,0.26,0.5081807081807082,0.0011823273964706757,0.00623116346414388,0.00591480145669231,0.0005683879906894507,0.006058392451593266,0.004657927380335208,0.0024197657293644377,0.00529628407072097,0.0
2573,0.66,0.14,0.5079365079365079,0.00305760409059549,0.006806005083475049,0.0014153770238833012,0.0028488235450299976,0.003998033293530941,0.0034916222338238216,0.0017110222787774937,0.0014753934197008415,0.0
2574,0.69,0.29,0.5028083028083028,0.008050017468780073,0.0059439088897643945,0.002335846558239589,0.012459300764767025,0.015392755964505631,0.0057968830054328305,0.0020506918867125813,0.0026689117768142925,0.0
2575,0.6,0.24,0.5018315018315018,0.004243463081593708,0.003859650872652134,0.002621257809574489,0.0014612881559939858,0.005396267940343237,0.0015188100891776728,0.0012253454363867265,0.0019716418851507475,0.0
2576,0.54,0.3,0.5008547008547009,0.0025581357217002608,0.008931156980967723,0.007936768633668455,0.005582592773605556,0.003886586593617569,0.0037948980379453336,0.0014144450837893948,0.0017802635531835192,0.0
2577,0.5,0.37,0.5042735042735043,0.00397733220826822,0.010195210096466336,0.00329865331146397,0.0049699531227413215,0.003508229730046124,0.0031360784554448945,0.0013814920621240505,0.004971385972264978,0.0
2578,0.4,0.35,0.5096459096459096,0.005162686685762503,0.01388696333015824,0.009812745400754625,0.008127554918768702,0.01165882325396268,0.003931645645014152,0.0010179948846770984,0.0015095151378035257,0.0
2579,0.41,0.43,0.5032967032967033,0.0032485624518347263,0.005855804188131798,0.006231600646153554,0.00653449515247647,0.007219685795228395,0.0035432824409387083,0.0016172329094222828,0.001126016697388576,0.0
2580,0.41,0.48,0.5081807081807082,0.006925204611757939,0.004925551527120456,0.010193780370567458,0.007192369833741596,0.0064264475193744,0.0033408959824768577,0.0005617222770031001,0.002760150283914948,0.0
2581,0.57,0.47,0.504029304029304,0.0038726456562017952,0.0031917174931053913,0.0004007436751479795,0.00403870151861864,0.002716864507972185,0.007130931883281967,0.0007026598158179574,0.001410117089417446,0.0
2582,0.57,0.37,0.5057387057387057,0.00753894528929435,0.01597587593528128,0.0036264017816669625,0.0046906759785271274,0.004152560230385615,0.0032770804325114094,0.0017358637874175225,0.0021607948876764963,0.0
2583,0.61,0.47,0.4971916971916972,0.001182579653222643,0.0030254822070061526,0.007187107878883436,0.008942768836210839,0.003913745873428391,0.0042367447505632485,0.001426612353327368,0.0012973670643824896,0.0
2584,0.67,0.34,0.5096459096459096,0.0032881667618935907,0.0049867261124049754,0.002348255743080237,0.004851948695608564,0.007877127672028283,0.0045509603632502655,0.0012263593755148909,0.0011831334863865472,0.0
2585,0.64,0.24,0.5010989010989011,0.0016984447109957457,0.0029247436236300136,0.0007438211383894192,0.0014131030149147762,0.009483271288426869,0.004513278800413524,0.001000757919498303,0.001885595813413544,0.0
2586,0.77,0.34,0.5091575091575091,0.0020960013520961904,0.002946686681395113,0.0011744928475648435,0.004410415464086828,0.0022551567511882183,0.0026899773728292836,0.001470718705402521,0.0007536449041810232,0.0
2587,0.75,0.13,0.49523809523809526,0.0023015906049495298,0.005639698316202787,0.0012664668057955273,0.0029215929417618653,0.004696682353492075,0.00289054052986355,0.0005566525813622779,0.0010718670143125772,0.0
2588,0.69,0.21,0.5101343101343101,0.002698894989298007,0.004339738378906737,0.007347697329762408,0.0008083303258593918,0.006599704994029641,0.0024012879801284456,0.0009845348934476718,0.0008122452461399806,0.0
2589,0.57,0.37,0.5025641025641026,0.0002091208473808812,0.002789095630173034,0.0006627964609004835,0.005135159320727183,0.004245276392498419,0.0017540159733360398,0.0015548756530401697,0.0012699213346042436,0.0
2590,0.57,0.41,0.5052503052503052,0.002817203405970665,0.002502505996937946,0.0016131940292842164,0.007984966235983286,0.004668586546791225,0.002857721104167034,0.00045728654680216274,0.000730649833285736,0.0
2591,0.56,0.54,0.5177045177045178,0.0024759000205589253,0.004728728948378957,0.004844691752198798,0.007369376474440733,0.00549553979068624,0.003267963925373488,0.001102151832314747,0.0013248127941607355,0.0
2592,0.53,0.56,0.5094017094017094,0.003977584465020187,0.0025703299936664357,0.0024431495095087203,0.004034768037714215,0.003985858443960572,0.0010325963751552085,0.0006392886203076798,0.001266954228682271,0.0
2593,0.51,0.63,0.5081807081807082,0.005944178103357159,0.006927356842327493,0.0037388143972822427,0.01064006584647034,0.0011594202898550724,0.0035882572094857864,0.0007442313200726994,0.0012142880985672587,0.0
2594,0.47,0.54,0.513064713064713,0.0007865365526340019,0.005395997386781303,0.0030241913408708184,0.0025223446299627006,0.0032347638781578514,0.0020828179974437316,0.001870717691463393,0.0023603327609291493,0.0
2595,0.43,0.5,0.5135531135531135,0.0032228322631340633,0.006135079468778519,0.0027949863973435584,0.006709535052723395,0.0047809697735946245,0.0022760879487676608,0.0012106433190283421,0.0009071926356431017,0.0
2596,0.44,0.61,0.5064713064713064,0.0036410739578958255,0.0009126317206848229,0.007708293642190644,0.004305194849893452,0.00434642129662148,0.001648872257678682,0.0007275013244579862,0.0014546236782470338,0.0
2597,0.38,0.75,0.5013431013431013,0.0036867324300019046,0.0024772382334508616,0.008375469815387827,0.010742336349985396,0.0025791950551380207,0.0014075887020950342,0.0010712266889057315,0.0015265759968548678,0.0
2598,0.35,0.75,0.5064713064713064,0.0020019095836123924,0.007929423146933706,0.0033570494754199594,0.005459671495342267,0.0028760740792770014,0.0019612645689381153,0.001009883371651783,0.001265470675721285,0.0
2599,0.27,0.96,0.5094017094017094,0.001954989827746477,0.0036255915898244055,0.004990682162088773,0.02628548614382183,0.0015059352391655545,0.0016081518591293006,0.002455253598850193,0.0010681581319101116,0.0
2600,0.29,0.84,0.5128205128205128,0.00307803688750484,0.0048613847066861495,0.0011000377385209565,0.011096349631383671,0.004325817705040856,0.0029841366698128745,0.0008451182633250613,0.001594819433060236,0.0
2601,0.4,0.7,0.5067155067155067,0.001056955790742934,0.003109597261772367,0.004535922035281502,0.0046031560284036654,0.003187001006766407,0.003176191086851748,0.0014605793141208767,0.0018536994247523393,0.0
2602,0.5,0.81,0.5147741147741147,0.0010614964122783452,0.004327436967735393,0.001745315350234643,0.0134987230937614,0.0023684765048816465,0.0045843875560893105,0.0005307971335940846,0.001114890050181179,0.0
2603,0.63,0.6,0.5101343101343101,0.0010461087504083405,0.004236007560380812,0.003911813033001862,0.004372064025268681,0.006222284657348224,0.0045424516232548725,0.0011604533321842023,0.0013841549126001862,0.0
2604,0.63,0.51,0.5111111111111111,0.003532603554549892,0.006866514727615172,0.0025095751460086587,0.003976749194373942,0.003011870478331109,0.0027477152513694513,0.0005125462292871248,0.0014783605256228141,0.0
2605,0.64,0.53,0.5137973137973137,0.0011873725315100214,0.0016879530950516743,0.0040840817166720314,0.0033355918069526242,0.004007398562431224,0.0026419637685695654,0.001085928806264116,0.001634133586526372,0.0
2606,0.64,0.48,0.4989010989010989,0.0007191839998587363,0.0027794539835792782,0.0036694689525845047,0.003770241446891616,0.007013649879422163,0.002614006480013274,0.0009409355109366009,0.0007543866806615163,0.0
2607,0.53,0.69,0.512087912087912,0.0031168844273078023,0.0026564398718658413,0.007238934474394377,0.02993673979335458,0.0030184261665613075,0.0027349521413763617,0.00090189885450227,0.0013478078650560226,0.0
2608,0.48,0.81,0.505982905982906,0.0022276793766231144,0.00584882230611563,0.010110565836930173,0.003661087351793815,0.0033227974058205145,0.0018032451118808145,0.0014321890185322724,0.0011297255797910416,0.0
2609,0.44,0.81,0.504029304029304,0.0006202993530875596,0.002400437531273013,0.0011073372590154553,0.009448221132429485,0.003937159045679099,0.0025319579157719826,0.0019036707131287374,0.0012521186990724084,0.0
2610,0.4,0.9,0.5091575091575091,0.0023406904015044593,0.002631837049523154,0.0075681428486962694,0.007283823264769483,0.005779307438364824,0.0021508879174068764,0.0012349778581042887,0.0021496682404690995,0.0
2611,0.44,0.83,0.5103785103785103,0.001826843397747095,0.0007580329046125305,0.0037402743013811423,0.008467801017001488,0.004850272763456721,0.001800814043310702,0.0006098843855909111,0.0024953360803788996,0.0
2612,0.57,0.8,0.5025641025641026,0.0021946337421154,0.002676055635625552,0.0037337047329360933,0.006090995180502522,0.0036318512795298634,0.00398938352355432,0.0014139381142253126,0.0014182766307028704,0.0
2613,0.61,0.8,0.5067155067155067,0.0022402922142214787,0.0026910168113744833,0.002655565555898633,0.009338083667105578,0.0037713937861440848,0.004818985673105149,0.0019964461433557837,0.002974523686777463,0.0
2614,0.61,0.81,0.5101343101343101,0.0022102736607373715,0.00510375575381884,0.0036074230283812654,0.02370118918961443,0.005291376928660064,0.003988167989269264,0.002144481256067792,0.0015903687741772772,0.0
2615,0.6,0.78,0.5067155067155067,0.0035830549049433494,0.001988506492319099,0.004292848002814695,0.012215424948692658,0.006836646297206809,0.001907173293253116,0.0007148270853559307,0.001850732318830367,0.0
2616,0.53,0.83,0.5125763125763125,0.002245589606012792,0.0036631607644828337,0.008733876271667714,0.005825485219453816,0.003748917140783405,0.0023781928287123786,0.0014438493185061636,0.0012343160635405733,0.0
2617,0.5,0.78,0.5023199023199023,0.001582911118594728,0.0038403675794646225,0.00363735106240871,0.004844081733799713,0.005560160146098195,0.003864791259336063,0.00047705835980136935,0.0015354773146207853,0.0
2618,0.6,0.78,0.5145299145299145,0.001312491880485796,0.0018538559105787148,0.0105178790805232,0.0062965195577587415,0.002098756760553487,0.007438462057401176,0.00445930428566721,0.0028024315433030564,0.0
2619,0.63,0.69,0.5118437118437118,0.001918160341959253,0.005687906549171566,0.008428756314997668,0.004349446510068236,0.009148931188686754,0.004439738976167627,0.001698348039675438,0.00341884779859285,0.0
2620,0.66,0.61,0.5147741147741147,0.00263633531481012,0.00490493835164415,0.005619900828714562,0.0041694897586907805,0.004191894359766805,0.0032606707196631514,0.003035226780160253,0.0012580529109163536,0.0
2621,0.64,0.63,0.5128205128205128,0.0032995183157321184,0.004710443066908041,0.004424239371715672,0.0051095916948484185,0.002303856149469692,0.003645995088025954,0.001206080592951602,0.0021281567225347985,0.0
2622,0.54,0.48,0.5123321123321123,0.00243730473750793,0.005911326773688944,0.002082553197080484,0.006417474095569819,0.008810844981386528,0.002563561807183443,0.0013860547882007903,0.002944110851077245,0.0
2623,0.61,0.48,0.5067155067155067,0.0017511663721569088,0.0024985163500715643,0.004905277772303138,0.001978540894925908,0.0036505818173304303,0.0037693718179591545,0.001099616984494336,0.0018299625773765592,0.0
2624,0.69,0.43,0.5047619047619047,0.0006319031636780548,0.003614620060941856,0.0017920322813994348,0.004104587323767763,0.0032375734588279367,0.0048542361673717775,0.0018144440698502665,0.0016875414931218776,0.0
2625,0.74,0.4,0.5125763125763125,0.001172741639895919,0.004820158355733538,0.004698701342308824,0.002470226007979066,0.00488398773149774,0.004698040011742061,0.0033657709359418606,0.0025531946458573636,0.0
2626,0.84,0.37,0.5142857142857142,0.0006606604334023255,0.003376238660675547,0.003189890456095939,0.001539957774082491,0.005601367329259441,0.004950263375891215,0.0013819990316881327,0.006204218482844565,0.0
2627,0.8,0.29,0.5218559218559219,0.003930916965906239,0.004202760503160964,0.002075983628635435,0.0018369355823665983,0.0019254992858982463,0.0027556162242223163,0.0019427073695630682,0.0028009479903420703,0.0
2628,0.75,0.41,0.5054945054945055,0.0010559467637350649,0.0036754621756541774,0.0037621728628646385,0.01009822885188576,0.0020566130505022128,0.003752354337968368,0.003559433309421269,0.0021400251462226887,0.0
2629,0.64,0.48,0.5252747252747253,0.006458277363866491,0.003005201502102045,0.004286278434369646,0.002631498725060502,0.003023108801011449,0.0014410158949340786,0.001716598943982398,0.0027238032363707844,0.0
2630,0.57,0.54,0.5008547008547009,0.003582802648191382,0.002881189978672013,0.0015204901190040826,0.0060811614782414584,0.005425300273934115,0.002708818154247654,0.001849931939336022,0.0015799839034503734,0.0
2631,0.34,0.48,0.512087912087912,0.1160441600669994,0.05336518401414995,0.008747745360607262,0.01215642273512628,0.006124885860785278,0.0022201733716550776,0.001056017601983265,0.0016764148459144806,0.0
2632,0.24,0.51,0.4976800976800977,0.0019834948407187803,0.0029101149184532805,0.0010898184098286584,0.007279889783865058,0.0027112453466320153,0.002366037485861817,0.0006463861942048309,0.0014457223604811163,0.0
2633,0.29,0.54,0.5147741147741147,0.0010382887910973548,0.0033250381925569814,0.007743331340564238,0.00276818718648928,0.0031635878345156986,0.005505154777019352,0.001555889592168334,0.0013819295831587067,0.0
2634,0.53,0.69,0.5079365079365079,0.0008821418616296038,0.004297847086809729,0.0032482866200519286,0.00589923798641179,0.0039867949708506005,0.0034509018352744405,0.0019731255434080014,0.0029478197334797105,0.0
2635,0.7,0.48,0.515018315018315,0.0027871848524865577,0.0049494894083187465,0.003140253716733348,0.0010364722183160572,0.0027917866591744517,0.006179776305225521,0.0016121632137814606,0.00144423880752013,0.0
2636,0.74,0.44,0.5072039072039072,0.001957764652018117,0.004588426366911199,0.003786261280496484,0.005182361091580286,0.004409168598253377,0.003828932997926906,0.001615712000730036,0.0035887146126257776,0.0
2637,0.69,0.47,0.4954822954822955,0.005157893807475124,0.002276426007842981,0.006919945428784783,0.0012646141107727224,0.0027487064222331483,0.002845565761316472,0.0015771823138597874,0.0021734050878448796,0.0
2638,0.6,0.37,0.4971916971916972,0.0040527569771064385,0.01294972878713073,0.0011066073069660055,0.007254322157986294,0.006407716981573833,0.0024474782829605798,0.0010940403192894314,0.001115631826661672,0.0
2639,0.56,0.48,0.4989010989010989,0.0075914146937035454,0.0022345347157459727,0.00682140190210905,0.0016943468995811826,0.005202406874107373,0.004305422437668922,0.0010119112499081117,0.0013841549126001862,0.0
2640,0.54,0.51,0.5096459096459096,0.0007035440812367645,0.0035913471208879623,0.009425140862496743,0.0006500077194562749,0.007224368429678537,0.0033001755839274765,0.0015411874748099499,0.0027416058719026194,0.0
2641,0.6,0.38,0.5008547008547009,0.00523180503580154,0.005273648216212262,0.0017825429047565865,0.004895216985557242,0.005067547001943293,0.00626243263660934,0.0004664119989556427,0.002146701134547127,0.0
2642,0.6,0.54,0.5069597069597069,0.0028570599727814963,0.0058667757170143475,0.012831097125229843,0.008421582616374492,0.00929783896420126,0.002296144264471088,0.002137383682170641,0.0025398426692084873,0.0
2643,0.51,0.44,0.504029304029304,0.002260472754378862,0.006120118293029588,0.0014197567361800003,0.004043618369749172,0.003703963850062045,0.0018974490189726668,0.0015792101921161164,0.0019723836616312405,0.0
2644,0.51,0.44,0.49963369963369964,0.002060180893316836,0.0020363822547156793,0.0025723510222613478,0.004417299055669572,0.0039577626372597225,0.0021144218888551917,0.000812165241659717,0.0034425846459686304,0.0
2645,0.4,0.56,0.49743589743589745,0.0023760063467798795,0.0040913828614744735,0.0009416381437903344,0.011394310809893884,0.004115099154784482,0.002001984967487497,0.0010473991193938673,0.000881230458825842,0.0
2646,0.47,0.57,0.5137973137973137,0.002465052980224332,0.0043443929669175155,0.005163680797808392,0.00926531427037371,0.002384397462012128,0.003489191165253709,0.0018215416437474177,0.0010414541786123587,0.0
2647,0.5,0.7,0.5054945054945055,0.003055081523075817,0.004090717920330077,0.003971669101056751,0.008932935133949776,0.005034768560792302,0.002857721104167034,0.0010945472888535138,0.002572480834350185,0.0
2648,0.54,0.7,0.505982905982906,0.0011775345181832973,0.0018405570876907757,0.0026906032542722267,0.005653395429885211,0.0035625482896677672,0.004050160237807128,0.0008522158372222124,0.0017357569643539313,0.0
2649,0.66,0.77,0.5008547008547009,0.006610892698806699,0.0013691138163133335,0.005893632847258264,0.008370447364616963,0.004796890730725106,0.005056622625833628,0.0012638751232569752,0.0011838752628670402,0.0
2650,0.66,0.77,0.5157509157509158,0.002665344841286358,0.0031265532609544896,0.00636664177530178,0.011541816343809831,0.004757556601343916,0.0037839582293798285,0.0009307961196549565,0.0008226301168668845,0.0
2651,0.66,0.8,0.5086691086691086,0.004672551816690063,0.0043118108508420645,0.0047687767390560114,0.008991937347516155,0.002273887288988785,0.002822470609900405,0.0023609572599309,0.002828393720120316,0.0
2652,0.78,0.69,0.5098901098901099,0.00024241873864056315,0.0007091597304993542,0.001176682703713193,0.0035293157414955684,0.007194399569197631,0.006254531663756475,0.003486429692193429,0.0033357688327776192,0.0
2653,0.77,0.63,0.5123321123321123,0.00019474221251874582,0.002873543155511448,0.0036271317337164123,0.004089836770376169,0.0018346561775654984,0.00381191551793612,0.0007949282764809215,0.002002054720850966,0.0
2654,0.84,0.5,0.4984126984126984,0.000744409675055465,0.0046416216584629555,0.001712467508009399,0.006157864355877752,0.0038622368944768327,0.007506531977364321,0.001290744510153333,0.0015911105506577702,0.0
2655,0.9,0.43,0.5123321123321123,0.001834915613810048,0.005286282097955805,0.007546244287212773,0.006371255694942822,0.013102947718386364,0.005770141251161595,0.001502657787939701,0.001138626897556959,0.0
2656,0.75,0.51,0.5003663003663004,0.0006293805961583819,0.002462941998846327,0.004684102301319827,0.0040977037321850195,0.005324155369811056,0.0031342551540173105,0.0009885906499603296,0.001404924654053994,0.0
2657,0.57,0.38,0.5098901098901099,0.010797850267959735,0.015002402099884134,0.002849002849002849,0.0038508778054323336,0.007559645056308679,0.001716942177641827,0.0013216696535623485,0.0017528178234052733,0.0
2658,0.47,0.56,0.505006105006105,0.002331609158433637,0.002357216356887211,0.017523228899093617,0.004735911008928019,0.006657769661211397,0.003577317400920281,0.0029145680239086847,0.0013975068892490626,0.0
2659,0.51,0.5,0.5203907203907204,0.0019746658543999254,0.004959131054912502,0.0021489788335804223,0.00446056734561825,0.004188148252206691,0.0057987063068604145,0.0017688168090828668,0.002085133686666197,0.0
2660,0.56,0.5,0.49914529914529915,0.003305320221027366,0.001510413809497687,0.005480479987269637,0.005493106083029882,0.004402612910023179,0.006095904439556646,0.002880601063115176,0.0017632026941321773,0.0
2661,0.81,0.69,0.5064713064713064,0.0025435048300861585,0.0008328387833571881,0.008102467748893576,0.008770679046642233,0.0051583901102760414,0.01002694231742827,0.002531806003026608,0.0028803180737548353,0.0
